[2025-10-23 12:34:52] [INFO] === INICIANDO VERIFICAÇÃO DE FILTROS ===
[2025-10-23 12:34:52] [INFO] Diretório de backup criado: backups_filtros_verificacao
[2025-10-23 12:34:53] [INFO] Backup criado: backups_filtros_verificacao\stock\transferencias\list.html
[2025-10-23 12:34:53] [INFO] Problemas corrigidos em templates\stock\transferencias\list.html: 4
[2025-10-23 12:34:53] [INFO] Problemas encontrados em templates\stock\logistica\checklist\list.html: 5
[2025-10-23 12:34:53] [INFO]   - old_filters: Filtros antigos não removidos (high)
[2025-10-23 12:34:53] [INFO]   - old_filters: Filtros antigos não removidos (high)
[2025-10-23 12:34:53] [INFO]   - invalid_entity: Entity name inválido: default (medium)
[2025-10-23 12:34:53] [INFO]   - old_css_js: CSS/JS de filtros antigos encontrado (low)
[2025-10-23 12:34:53] [INFO]   - duplicate_filters: Filtros unificados duplicados (2 vezes) (high)
[2025-10-23 12:34:53] [INFO] Backup criado: backups_filtros_verificacao\stock\logistica\checklist\list.html
[2025-10-23 12:34:53] [INFO] Problemas corrigidos em templates\stock\logistica\checklist\list.html: 5
[2025-10-23 12:34:53] [INFO] Problemas encontrados em templates\stock\logistica\coletas\list.html: 3
[2025-10-23 12:34:53] [INFO]   - old_filters: Filtros antigos não removidos (high)
[2025-10-23 12:34:53] [INFO]   - old_filters: Filtros antigos não removidos (high)
[2025-10-23 12:34:53] [INFO]   - duplicate_filters: Filtros unificados duplicados (2 vezes) (high)
[2025-10-23 12:34:53] [INFO] Backup criado: backups_filtros_verificacao\stock\logistica\coletas\list.html
[2025-10-23 12:34:53] [INFO] Problemas corrigidos em templates\stock\logistica\coletas\list.html: 3
[2025-10-23 12:34:53] [INFO] Problemas encontrados em templates\stock\logistica\operacoes\list.html: 1
[2025-10-23 12:34:53] [INFO]   - old_filters: Filtros antigos não removidos (high)
[2025-10-23 12:34:53] [INFO] Backup criado: backups_filtros_verificacao\stock\logistica\operacoes\list.html
[2025-10-23 12:34:53] [INFO] Problemas corrigidos em templates\stock\logistica\operacoes\list.html: 1
[2025-10-23 12:34:53] [INFO] Problemas encontrados em templates\stock\logistica\pod\etiquetas_list.html: 1
[2025-10-23 12:34:53] [INFO]   - old_filters: Filtros antigos não removidos (high)
[2025-10-23 12:34:53] [INFO] Backup criado: backups_filtros_verificacao\stock\logistica\pod\etiquetas_list.html
[2025-10-23 12:34:53] [INFO] Problemas corrigidos em templates\stock\logistica\pod\etiquetas_list.html: 1
[2025-10-23 12:34:53] [INFO] Problemas encontrados em templates\stock\logistica\pod\guias_list.html: 2
[2025-10-23 12:34:53] [INFO]   - old_filters: Filtros antigos não removidos (high)
[2025-10-23 12:34:53] [INFO]   - invalid_entity: Entity name inválido: default (medium)
[2025-10-23 12:34:53] [INFO] Backup criado: backups_filtros_verificacao\stock\logistica\pod\guias_list.html
[2025-10-23 12:34:53] [INFO] Problemas corrigidos em templates\stock\logistica\pod\guias_list.html: 2
[2025-10-23 12:34:53] [INFO] Problemas encontrados em templates\stock\logistica\pod\provas_list.html: 2
[2025-10-23 12:34:53] [INFO]   - old_filters: Filtros antigos não removidos (high)
[2025-10-23 12:34:53] [INFO]   - invalid_entity: Entity name inválido: default (medium)
[2025-10-23 12:34:53] [INFO] Backup criado: backups_filtros_verificacao\stock\logistica\pod\provas_list.html
[2025-10-23 12:34:53] [INFO] Problemas corrigidos em templates\stock\logistica\pod\provas_list.html: 2
[2025-10-23 12:34:53] [INFO] Problemas encontrados em templates\stock\logistica\rastreamento\list.html: 3
[2025-10-23 12:34:53] [INFO]   - old_filters: Filtros antigos não removidos (high)
[2025-10-23 12:34:53] [INFO]   - invalid_entity: Entity name inválido: default (medium)
[2025-10-23 12:34:53] [INFO]   - old_css_js: CSS/JS de filtros antigos encontrado (low)
[2025-10-23 12:34:53] [INFO] Backup criado: backups_filtros_verificacao\stock\logistica\rastreamento\list.html
[2025-10-23 12:34:53] [INFO] Problemas corrigidos em templates\stock\logistica\rastreamento\list.html: 3
[2025-10-23 12:34:53] [INFO] Problemas encontrados em templates\stock\logistica\transferencias\list.html: 1
[2025-10-23 12:34:53] [INFO]   - old_filters: Filtros antigos não removidos (high)
[2025-10-23 12:34:53] [INFO] Backup criado: backups_filtros_verificacao\stock\logistica\transferencias\list.html
[2025-10-23 12:34:53] [INFO] Problemas corrigidos em templates\stock\logistica\transferencias\list.html: 1
[2025-10-23 12:34:53] [INFO] Sem problemas encontrados: templates\stock\logistica\transportadoras\list.html
[2025-10-23 12:34:53] [INFO] Problemas encontrados em templates\stock\logistica\veiculos\list.html: 3
[2025-10-23 12:34:53] [INFO]   - old_filters: Filtros antigos não removidos (high)
[2025-10-23 12:34:53] [INFO]   - invalid_entity: Entity name inválido: default (medium)
[2025-10-23 12:34:53] [INFO]   - old_css_js: CSS/JS de filtros antigos encontrado (low)
[2025-10-23 12:34:53] [INFO] Backup criado: backups_filtros_verificacao\stock\logistica\veiculos\list.html
[2025-10-23 12:34:53] [INFO] Problemas corrigidos em templates\stock\logistica\veiculos\list.html: 3
[2025-10-23 12:34:53] [INFO] Sem problemas encontrados: templates\stock\logistica\viaturas\list.html
[2025-10-23 12:34:53] [INFO] Problemas encontrados em templates\rh\avaliacoes\main.html: 2
[2025-10-23 12:34:53] [INFO]   - old_css_js: CSS/JS de filtros antigos encontrado (low)
[2025-10-23 12:34:53] [INFO]   - old_css_js: CSS/JS de filtros antigos encontrado (low)
[2025-10-23 12:34:53] [INFO] Backup criado: backups_filtros_verificacao\rh\avaliacoes\main.html
[2025-10-23 12:34:53] [INFO] Problemas corrigidos em templates\rh\avaliacoes\main.html: 2
[2025-10-23 12:34:53] [INFO] Sem problemas encontrados: templates\rh\cargos\main.html
[2025-10-23 12:34:53] [INFO] Sem problemas encontrados: templates\rh\departamentos\main.html
[2025-10-23 12:34:53] [INFO] Sem problemas encontrados: templates\rh\feriados\main.html
[2025-10-23 12:34:53] [INFO] Problemas encontrados em templates\rh\folha_salarial\main.html: 1
[2025-10-23 12:34:53] [INFO]   - old_css_js: CSS/JS de filtros antigos encontrado (low)
[2025-10-23 12:34:53] [INFO] Backup criado: backups_filtros_verificacao\rh\folha_salarial\main.html
[2025-10-23 12:34:53] [INFO] Problemas corrigidos em templates\rh\folha_salarial\main.html: 1
[2025-10-23 12:34:53] [INFO] Sem problemas encontrados: templates\rh\funcionarios\main.html
[2025-10-23 12:34:53] [INFO] Problemas encontrados em templates\rh\presencas\horas_extras_lista.html: 1
[2025-10-23 12:34:53] [INFO]   - old_filters: Filtros antigos não removidos (high)
[2025-10-23 12:34:53] [INFO] Backup criado: backups_filtros_verificacao\rh\presencas\horas_extras_lista.html
[2025-10-23 12:34:53] [INFO] Problemas corrigidos em templates\rh\presencas\horas_extras_lista.html: 1
[2025-10-23 12:34:53] [INFO] Sem problemas encontrados: templates\rh\presencas\main.html
[2025-10-23 12:34:53] [INFO] Sem problemas encontrados: templates\rh\promocoes\main.html
[2025-10-23 12:34:53] [INFO] Problemas encontrados em templates\rh\relatorios\main.html: 1
[2025-10-23 12:34:53] [INFO]   - missing_unified: Faltam filtros unificados (high)
[2025-10-23 12:34:53] [INFO] Backup criado: backups_filtros_verificacao\rh\relatorios\main.html
[2025-10-23 12:34:53] [INFO] Problemas corrigidos em templates\rh\relatorios\main.html: 1
[2025-10-23 12:34:53] [INFO] Sem problemas encontrados: templates\rh\salarios\main.html
[2025-10-23 12:34:53] [INFO] Sem problemas encontrados: templates\rh\transferencias\main.html
[2025-10-23 12:34:53] [INFO] Sem problemas encontrados: templates\rh\treinamentos\main.html
[2025-10-23 12:34:53] [INFO] Problemas encontrados em templates\rh\salarios\beneficios\main.html: 1
[2025-10-23 12:34:53] [INFO]   - invalid_entity: Entity name inválido: default (medium)
[2025-10-23 12:34:53] [INFO] Backup criado: backups_filtros_verificacao\rh\salarios\beneficios\main.html
[2025-10-23 12:34:53] [INFO] Problemas corrigidos em templates\rh\salarios\beneficios\main.html: 1
[2025-10-23 12:34:53] [INFO] Problemas encontrados em templates\rh\salarios\descontos\main.html: 1
[2025-10-23 12:34:53] [INFO]   - invalid_entity: Entity name inválido: default (medium)
[2025-10-23 12:34:53] [INFO] Backup criado: backups_filtros_verificacao\rh\salarios\descontos\main.html
[2025-10-23 12:34:53] [INFO] Problemas corrigidos em templates\rh\salarios\descontos\main.html: 1
[2025-10-23 12:34:53] [INFO] Problemas encontrados em templates\rh\avaliacoes\criterios\main.html: 1
[2025-10-23 12:34:53] [INFO]   - missing_unified: Faltam filtros unificados (high)
[2025-10-23 12:34:53] [INFO] Backup criado: backups_filtros_verificacao\rh\avaliacoes\criterios\main.html
[2025-10-23 12:34:53] [INFO] Problemas corrigidos em templates\rh\avaliacoes\criterios\main.html: 1
[2025-10-23 12:34:53] [INFO] === RELATÓRIO FINAL ===
[2025-10-23 12:34:53] [INFO] Total de templates encontrados: 254
[2025-10-23 12:34:53] [INFO] Templates verificados: 42
[2025-10-23 12:34:53] [INFO] Problemas encontrados: 65
[2025-10-23 12:34:53] [INFO] Problemas corrigidos: 65
[2025-10-23 12:34:53] [INFO] Backups criados: 30
[2025-10-23 12:34:53] [INFO] Templates pulados: 212
[2025-10-23 12:34:53] [INFO] Erros encontrados: 0
[2025-10-23 12:34:53] [INFO] 
=== PROBLEMAS ENCONTRADOS ===
[2025-10-23 12:34:53] [INFO] templates\rh\main.html: missing_unified - Faltam filtros unificados (high)
[2025-10-23 12:34:53] [INFO] templates\stock\main.html: missing_unified - Faltam filtros unificados (high)
[2025-10-23 12:34:53] [INFO] templates\stock\categorias\main.html: old_css_js - CSS/JS de filtros antigos encontrado (low)
[2025-10-23 12:34:53] [INFO] templates\stock\categorias\main.html: old_css_js - CSS/JS de filtros antigos encontrado (low)
[2025-10-23 12:34:53] [INFO] templates\stock\fornecedores\main.html: old_css_js - CSS/JS de filtros antigos encontrado (low)
[2025-10-23 12:34:53] [INFO] templates\stock\fornecedores\main.html: old_css_js - CSS/JS de filtros antigos encontrado (low)
[2025-10-23 12:34:53] [INFO] templates\stock\inventario\ajustes_list.html: old_filters - Filtros antigos não removidos (high)
[2025-10-23 12:34:53] [INFO] templates\stock\inventario\ajustes_list.html: old_filters - Filtros antigos não removidos (high)
[2025-10-23 12:34:53] [INFO] templates\stock\inventario\ajustes_list.html: invalid_entity - Entity name inválido: default (medium)
[2025-10-23 12:34:53] [INFO] templates\stock\inventario\ajustes_list.html: old_css_js - CSS/JS de filtros antigos encontrado (low)
[2025-10-23 12:34:53] [INFO] templates\stock\inventario\ajustes_list.html: duplicate_filters - Filtros unificados duplicados (3 vezes) (high)
[2025-10-23 12:34:53] [INFO] templates\stock\inventario\list.html: invalid_entity - Entity name inválido: default (medium)
[2025-10-23 12:34:53] [INFO] templates\stock\inventario\list.html: old_css_js - CSS/JS de filtros antigos encontrado (low)
[2025-10-23 12:34:53] [INFO] templates\stock\logistica\main.html: missing_unified - Faltam filtros unificados (high)
[2025-10-23 12:34:53] [INFO] templates\stock\materiais\main.html: old_css_js - CSS/JS de filtros antigos encontrado (low)
[2025-10-23 12:34:53] [INFO] templates\stock\materiais\main.html: old_css_js - CSS/JS de filtros antigos encontrado (low)
[2025-10-23 12:34:53] [INFO] templates\stock\movimentos\main.html: invalid_entity - Entity name inválido: default (medium)
[2025-10-23 12:34:53] [INFO] templates\stock\movimentos\main.html: old_css_js - CSS/JS de filtros antigos encontrado (low)
[2025-10-23 12:34:53] [INFO] templates\stock\movimentos\main.html: old_css_js - CSS/JS de filtros antigos encontrado (low)
[2025-10-23 12:34:53] [INFO] templates\stock\notificacoes\list.html: old_filters - Filtros antigos não removidos (high)
[2025-10-23 12:34:53] [INFO] templates\stock\notificacoes\list.html: old_filters - Filtros antigos não removidos (high)
[2025-10-23 12:34:53] [INFO] templates\stock\notificacoes\list.html: old_css_js - CSS/JS de filtros antigos encontrado (low)
[2025-10-23 12:34:53] [INFO] templates\stock\notificacoes\list.html: duplicate_filters - Filtros unificados duplicados (2 vezes) (high)
[2025-10-23 12:34:53] [INFO] templates\stock\relatorios\main.html: missing_unified - Faltam filtros unificados (high)
[2025-10-23 12:34:53] [INFO] templates\stock\requisicoes\list.html: old_filters - Filtros antigos não removidos (high)
[2025-10-23 12:34:53] [INFO] templates\stock\requisicoes\list.html: old_filters - Filtros antigos não removidos (high)
[2025-10-23 12:34:53] [INFO] templates\stock\requisicoes\list.html: invalid_entity - Entity name inválido: default (medium)
[2025-10-23 12:34:53] [INFO] templates\stock\requisicoes\list.html: old_css_js - CSS/JS de filtros antigos encontrado (low)
[2025-10-23 12:34:53] [INFO] templates\stock\requisicoes\list.html: duplicate_filters - Filtros unificados duplicados (3 vezes) (high)
[2025-10-23 12:34:53] [INFO] templates\stock\requisicoes\ordens_compra_list.html: old_filters - Filtros antigos não removidos (high)
[2025-10-23 12:34:53] [INFO] templates\stock\requisicoes\ordens_compra_list.html: old_filters - Filtros antigos não removidos (high)
[2025-10-23 12:34:53] [INFO] templates\stock\requisicoes\ordens_compra_list.html: duplicate_filters - Filtros unificados duplicados (2 vezes) (high)
[2025-10-23 12:34:53] [INFO] templates\stock\transferencias\list.html: old_filters - Filtros antigos não removidos (high)
[2025-10-23 12:34:53] [INFO] templates\stock\transferencias\list.html: invalid_entity - Entity name inválido: default (medium)
[2025-10-23 12:34:53] [INFO] templates\stock\transferencias\list.html: old_css_js - CSS/JS de filtros antigos encontrado (low)
[2025-10-23 12:34:53] [INFO] templates\stock\transferencias\list.html: old_css_js - CSS/JS de filtros antigos encontrado (low)
[2025-10-23 12:34:53] [INFO] templates\stock\logistica\checklist\list.html: old_filters - Filtros antigos não removidos (high)
[2025-10-23 12:34:53] [INFO] templates\stock\logistica\checklist\list.html: old_filters - Filtros antigos não removidos (high)
[2025-10-23 12:34:53] [INFO] templates\stock\logistica\checklist\list.html: invalid_entity - Entity name inválido: default (medium)
[2025-10-23 12:34:53] [INFO] templates\stock\logistica\checklist\list.html: old_css_js - CSS/JS de filtros antigos encontrado (low)
[2025-10-23 12:34:53] [INFO] templates\stock\logistica\checklist\list.html: duplicate_filters - Filtros unificados duplicados (2 vezes) (high)
[2025-10-23 12:34:53] [INFO] templates\stock\logistica\coletas\list.html: old_filters - Filtros antigos não removidos (high)
[2025-10-23 12:34:53] [INFO] templates\stock\logistica\coletas\list.html: old_filters - Filtros antigos não removidos (high)
[2025-10-23 12:34:53] [INFO] templates\stock\logistica\coletas\list.html: duplicate_filters - Filtros unificados duplicados (2 vezes) (high)
[2025-10-23 12:34:53] [INFO] templates\stock\logistica\operacoes\list.html: old_filters - Filtros antigos não removidos (high)
[2025-10-23 12:34:53] [INFO] templates\stock\logistica\pod\etiquetas_list.html: old_filters - Filtros antigos não removidos (high)
[2025-10-23 12:34:53] [INFO] templates\stock\logistica\pod\guias_list.html: old_filters - Filtros antigos não removidos (high)
[2025-10-23 12:34:53] [INFO] templates\stock\logistica\pod\guias_list.html: invalid_entity - Entity name inválido: default (medium)
[2025-10-23 12:34:53] [INFO] templates\stock\logistica\pod\provas_list.html: old_filters - Filtros antigos não removidos (high)
[2025-10-23 12:34:53] [INFO] templates\stock\logistica\pod\provas_list.html: invalid_entity - Entity name inválido: default (medium)
[2025-10-23 12:34:53] [INFO] templates\stock\logistica\rastreamento\list.html: old_filters - Filtros antigos não removidos (high)
[2025-10-23 12:34:53] [INFO] templates\stock\logistica\rastreamento\list.html: invalid_entity - Entity name inválido: default (medium)
[2025-10-23 12:34:53] [INFO] templates\stock\logistica\rastreamento\list.html: old_css_js - CSS/JS de filtros antigos encontrado (low)
[2025-10-23 12:34:53] [INFO] templates\stock\logistica\transferencias\list.html: old_filters - Filtros antigos não removidos (high)
[2025-10-23 12:34:53] [INFO] templates\stock\logistica\veiculos\list.html: old_filters - Filtros antigos não removidos (high)
[2025-10-23 12:34:53] [INFO] templates\stock\logistica\veiculos\list.html: invalid_entity - Entity name inválido: default (medium)
[2025-10-23 12:34:53] [INFO] templates\stock\logistica\veiculos\list.html: old_css_js - CSS/JS de filtros antigos encontrado (low)
[2025-10-23 12:34:53] [INFO] templates\rh\avaliacoes\main.html: old_css_js - CSS/JS de filtros antigos encontrado (low)
[2025-10-23 12:34:53] [INFO] templates\rh\avaliacoes\main.html: old_css_js - CSS/JS de filtros antigos encontrado (low)
[2025-10-23 12:34:53] [INFO] templates\rh\folha_salarial\main.html: old_css_js - CSS/JS de filtros antigos encontrado (low)
[2025-10-23 12:34:53] [INFO] templates\rh\presencas\horas_extras_lista.html: old_filters - Filtros antigos não removidos (high)
[2025-10-23 12:34:53] [INFO] templates\rh\relatorios\main.html: missing_unified - Faltam filtros unificados (high)
[2025-10-23 12:34:53] [INFO] templates\rh\salarios\beneficios\main.html: invalid_entity - Entity name inválido: default (medium)
[2025-10-23 12:34:53] [INFO] templates\rh\salarios\descontos\main.html: invalid_entity - Entity name inválido: default (medium)
[2025-10-23 12:34:53] [INFO] templates\rh\avaliacoes\criterios\main.html: missing_unified - Faltam filtros unificados (high)
[2025-10-23 12:34:53] [SUCCESS] VERIFICAÇÃO DE FILTROS CONCLUÍDA COM SUCESSO!
[2025-10-23 12:36:00] [INFO] === INICIANDO VERIFICAÇÃO DE FILTROS ===
[2025-10-23 12:36:00] [INFO] Encontrados 254 templates HTML
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\base_admin.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\base_list.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\dashboard.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\admin\base_site.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\admin\custom_login.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\admin\login.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\components\page_header.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\empresa\info.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\examples\filters_usage_example.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\includes\filters_unified.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\registration\login.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\registro\login.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\rh\horarios_expediente.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\dashboard.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\alertas\gerenciar.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\categorias\delete.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\categorias\form.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\dashboard\executivo.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\fornecedores\associar_produto.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\fornecedores\delete.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\fornecedores\detail.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\fornecedores\editar_associacao.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\fornecedores\form.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\fornecedores\produtos.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\inventario\create.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\inventario\detail.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\inventario\print_contagem.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\inventario\relatorio.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\logistica\dashboard.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\logistica\rastreamento_form.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\materiais\delete.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\materiais\detail.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\materiais\form.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\movimentos\delete.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\movimentos\detail.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\movimentos\form.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\movimentos\form_unified.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\produtos\delete.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\produtos\detail.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\produtos\form.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\relatorios\devolucoes_documento.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\relatorios\estoque_atual_documento.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\relatorios\estoque_minimo_documento.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\relatorios\movimentacoes_documento.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\relatorios\ordens_compra_documento.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\relatorios\transferencias_documento.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\requisicoes\add_item.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\requisicoes\compra_externa_add_item.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\requisicoes\compra_externa_create.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\requisicoes\compra_externa_create_order.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\requisicoes\compra_externa_detail.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\requisicoes\compra_externa_detail_new.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\requisicoes\compra_externa_documento.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\requisicoes\create.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\requisicoes\detail.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\requisicoes\edit_quantidade_atendida.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\requisicoes\guia_recebimento.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\requisicoes\guia_recebimento_preview.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\requisicoes\guia_transferencia.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\requisicoes\guia_transferencia_preview.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\requisicoes\ordem_compra_confirm_items.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\requisicoes\ordem_compra_confirm_tipo.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\requisicoes\ordem_compra_enviar_email.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\requisicoes\ordem_compra_historico_envios.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\requisicoes\ordem_compra_preview.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\requisicoes\ordem_compra_print.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\requisicoes\ordem_compra_receipt_note.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\requisicoes\ordem_compra_receive.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\requisicoes\quick_add_item.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\requisicoes\transfer_preview.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\requisicoes\verificar_stock_baixo.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\stock\por_sucursal.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\stock\produto_sucursal.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\stock\sucursal_detail.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\transferencias\add_item.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\transferencias\create.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\transferencias\detail.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\transferencias\guia_transferencia.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\transferencias\nota_recebimento.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\transferencias\receber.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\transferencias\verificar_stock.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\logistica\allocation\dashboard.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\logistica\checklist\create.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\logistica\checklist\detail.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\logistica\checklist\print.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\logistica\checklist\print_blank.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\logistica\cost_billing\dashboard.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\logistica\cotacao\form.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\logistica\emails\delay_notification.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\logistica\emails\delivery_confirmation.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\logistica\emails\tracking_update.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\logistica\exceptions\dashboard.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\logistica\guias\comprovante_recebimento.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\logistica\guias\guia_coleta.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\logistica\guias\guia_entrega.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\logistica\masterdata\dashboard.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\logistica\observability\dashboard.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\logistica\operacoes\atribuir.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\logistica\operacoes\concluir.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\logistica\operacoes\confirmar_coleta.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\logistica\operacoes\confirmar_entrega.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\logistica\operacoes\detail.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\logistica\operacoes\editar_prioridade.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\logistica\operacoes\iniciar_transporte.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\logistica\pod\assinatura_form.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\logistica\pod\dashboard.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\logistica\pod\documento_form.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\logistica\pod\etiqueta_detail.html
[2025-10-23 12:36:00] [INFO] Pulando (não é lista): templates\stock\logistica\pod\etiqueta_form.html
